id_colab,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,promotion_last_5years,job,salary,left,salary_encoded
1739,0.86,0.88,5,268,5,0,0,technical,medium,1,2
1740,0.91,1.0,4,253,5,1,0,technical,medium,1,2
1741,0.37,0.53,2,140,3,0,0,management,medium,1,2
1742,0.46,0.5,2,146,3,0,0,IT,medium,1,2
1745,0.4,0.48,2,161,3,0,0,IT,medium,1,2
1746,0.09,0.78,6,260,4,0,0,IT,medium,1,2
1747,0.11,0.89,6,272,4,0,0,product_mng,medium,1,2
1748,0.39,0.48,2,159,3,0,0,product_mng,medium,1,2
1749,0.89,0.96,4,219,6,0,0,product_mng,medium,1,2
1750,0.09,0.91,6,243,4,0,0,product_mng,high,1,3
1751,0.88,0.97,4,255,5,1,0,IT,low,1,1
1752,0.11,0.9,7,245,4,0,0,RandD,medium,1,2
1757,0.1,0.87,7,247,4,0,0,marketing,low,1,1
1758,0.36,0.51,2,144,3,0,0,sales,low,1,1
1759,0.45,0.51,2,149,3,0,0,accounting,low,1,1
1760,0.73,1.0,5,253,6,0,0,support,low,1,1
1761,0.37,0.55,2,140,3,0,0,technical,low,1,1
1762,0.09,0.85,7,307,4,0,0,management,low,1,1
1766,0.9,1.0,4,229,5,0,0,sales,low,1,1
1767,0.44,0.56,2,141,3,0,0,sales,low,1,1
1768,0.78,0.95,4,260,5,0,0,sales,low,1,1
1773,0.83,0.93,4,269,5,0,0,sales,low,1,1
1774,0.11,0.87,6,273,4,0,0,sales,low,1,1
1775,0.37,0.5,2,142,3,0,0,sales,low,1,1
1776,0.09,0.93,6,273,5,0,0,sales,low,1,1
1778,0.39,0.56,2,147,3,0,0,sales,medium,1,2
1779,0.85,0.9,2,168,2,0,0,sales,medium,1,2
1780,0.38,0.52,2,128,3,0,0,sales,medium,1,2
1781,0.76,0.84,5,227,5,1,0,sales,medium,1,2
1782,0.44,0.51,2,135,3,0,0,sales,medium,1,2
1783,0.73,1.0,4,268,5,0,0,sales,medium,1,2
1784,0.43,0.53,2,136,3,0,0,sales,medium,1,2
1785,0.43,0.51,2,149,3,1,0,accounting,medium,1,2
1786,0.09,0.96,7,264,4,0,0,accounting,medium,1,2
1787,0.43,0.53,2,143,3,0,0,accounting,medium,1,2
1790,0.41,0.46,2,150,3,1,0,hr,low,1,1
1791,0.44,0.55,2,156,3,0,0,hr,medium,1,2
1792,0.09,0.92,7,245,4,0,0,technical,medium,1,2
1793,0.41,0.51,2,156,3,0,0,technical,medium,1,2
1796,0.85,0.96,4,217,5,0,0,technical,low,1,1
1797,0.88,0.91,4,234,6,0,0,technical,low,1,1
1798,0.44,0.46,2,138,3,0,0,technical,low,1,1
1799,0.11,0.92,7,265,4,0,0,technical,low,1,1
1800,0.38,0.5,2,145,3,0,0,technical,low,1,1
1801,0.09,0.78,6,263,4,0,0,technical,low,1,1
1802,0.11,0.79,6,264,4,0,0,technical,low,1,1
1803,0.11,0.88,6,253,4,0,0,support,low,1,1
1805,0.38,0.51,2,137,3,0,0,support,low,1,1
1806,0.1,0.87,6,254,5,0,0,support,low,1,1
1812,0.45,0.5,2,150,3,0,0,support,low,1,1
1813,0.4,0.53,2,127,3,0,0,support,low,1,1
1814,0.1,0.81,6,271,4,0,0,technical,low,1,1
1816,0.11,0.8,7,305,4,0,0,technical,medium,1,2
1817,0.43,0.5,2,152,3,0,0,management,medium,1,2
1818,0.38,0.5,2,144,3,0,0,IT,medium,1,2
1820,0.11,0.82,7,285,4,0,0,IT,medium,1,2
1821,0.43,0.52,2,136,3,0,0,IT,medium,1,2
1822,0.11,0.88,6,294,4,0,0,IT,medium,1,2
1824,0.1,0.89,6,280,4,0,0,product_mng,medium,1,2
1825,0.44,0.51,2,152,3,0,0,product_mng,medium,1,2
1826,0.82,0.91,5,276,6,0,0,product_mng,medium,1,2
1827,0.1,0.86,6,247,4,0,0,IT,medium,1,2
1828,0.1,0.95,5,286,4,0,0,RandD,high,1,3
1830,0.1,0.93,6,258,4,0,0,RandD,medium,1,2
1833,0.82,0.92,4,252,5,0,0,marketing,medium,1,2
1834,0.1,0.85,6,266,4,0,0,sales,low,1,1
1835,0.09,0.9,6,295,4,0,0,accounting,low,1,1
1836,0.54,0.83,6,165,6,0,0,support,low,1,1
1838,0.1,0.79,6,275,4,0,0,management,low,1,1
1839,0.1,0.9,6,299,4,0,0,marketing,low,1,1
1840,0.36,0.49,2,147,3,0,0,marketing,low,1,1
1841,0.1,0.97,7,306,4,0,0,marketing,low,1,1
1843,0.38,0.51,2,159,3,0,0,sales,low,1,1
1846,0.43,0.56,2,129,3,0,0,sales,low,1,1
1847,0.46,0.53,2,161,3,0,0,sales,low,1,1
1848,0.09,0.84,6,269,4,0,0,sales,low,1,1
1851,0.42,0.47,2,135,3,0,0,sales,low,1,1
1852,0.46,0.53,2,147,3,0,0,sales,low,1,1
1853,0.39,0.49,2,142,3,0,0,sales,low,1,1
1854,0.36,0.51,2,130,3,0,0,sales,low,1,1
1855,0.43,0.53,2,147,3,0,0,sales,medium,1,2
1856,0.85,0.87,5,246,5,1,0,sales,medium,1,2
1857,0.11,0.92,6,281,4,0,0,sales,medium,1,2
1858,0.11,0.9,6,253,4,0,0,sales,medium,1,2
1860,0.43,0.57,2,129,3,0,0,sales,medium,1,2
1861,0.75,1.0,5,223,6,0,0,accounting,medium,1,2
1862,0.11,0.92,6,269,4,0,0,accounting,medium,1,2
1863,0.1,0.9,7,269,4,0,0,accounting,medium,1,2
1864,0.1,0.81,7,244,5,0,0,hr,medium,1,2
1865,0.37,0.5,2,154,3,0,0,hr,medium,1,2
1866,0.11,0.93,5,140,5,0,0,hr,medium,1,2
1867,0.45,0.46,2,159,3,0,0,hr,high,1,3
1869,0.44,0.56,2,133,3,0,0,technical,medium,1,2
1871,0.79,0.93,5,268,5,0,0,technical,medium,1,2
1873,0.1,0.87,7,251,5,0,0,technical,low,1,1
1875,0.7,0.84,6,161,4,0,0,technical,low,1,1
1876,0.72,0.84,4,256,5,0,0,technical,low,1,1
1882,0.4,0.48,2,142,3,0,0,support,low,1,1
1884,0.37,0.54,2,157,3,0,0,support,low,1,1
1890,0.11,0.95,6,279,4,0,0,technical,low,1,1
1891,0.85,0.87,5,245,5,0,0,technical,low,1,1
1892,0.37,0.49,2,138,3,0,0,technical,low,1,1
1893,0.44,0.52,2,141,3,0,0,management,low,1,1
1894,0.1,0.83,7,302,5,0,0,IT,medium,1,2
1895,0.11,0.89,6,268,4,0,0,IT,medium,1,2
1896,0.87,0.88,5,240,5,0,0,IT,medium,1,2
1897,0.39,0.49,2,127,3,0,0,IT,medium,1,2
1898,0.1,0.94,7,264,4,0,0,IT,medium,1,2
1899,0.44,0.53,2,155,3,0,0,product_mng,medium,1,2
1900,0.4,0.49,2,143,3,0,0,product_mng,medium,1,2
1901,0.76,0.98,5,217,6,0,0,product_mng,medium,1,2
1902,0.46,0.55,2,147,3,0,0,product_mng,medium,1,2
1903,0.9,0.92,4,271,5,0,0,IT,medium,1,2
1905,0.1,0.78,5,285,4,1,0,RandD,medium,1,2
1906,0.43,0.49,2,131,3,0,0,RandD,high,1,3
1907,0.2,0.5,5,135,6,0,0,RandD,low,1,1
1909,0.83,0.85,5,237,5,0,0,marketing,medium,1,2
1912,0.91,0.98,4,242,6,0,0,support,low,1,1
1913,0.37,0.57,2,158,3,0,0,technical,low,1,1
1915,0.39,0.68,2,282,5,0,0,marketing,low,1,1
1916,0.39,0.54,2,154,3,0,0,marketing,low,1,1
1917,0.44,0.52,2,149,3,0,0,marketing,low,1,1
1918,0.37,0.45,2,149,3,0,0,sales,low,1,1
1919,0.39,0.53,2,146,3,0,0,sales,low,1,1
1921,0.37,0.49,2,148,3,0,0,sales,low,1,1
1922,0.82,0.94,5,236,5,0,0,sales,low,1,1
1923,0.42,0.52,2,134,3,0,0,sales,low,1,1
1924,0.59,1.0,2,155,5,0,0,sales,low,1,1
1926,0.73,0.97,6,189,2,0,0,sales,low,1,1
1928,0.09,0.95,6,271,4,0,0,sales,low,1,1
1929,0.1,0.97,6,280,4,0,0,sales,low,1,1
1930,0.45,0.46,2,149,3,0,0,sales,low,1,1
1935,0.78,0.93,4,225,5,0,0,sales,medium,1,2
1936,0.39,0.45,2,140,3,0,0,sales,medium,1,2
1937,0.11,0.97,6,310,4,0,0,accounting,medium,1,2
1939,0.36,0.54,2,153,3,0,0,accounting,medium,1,2
1940,0.1,0.79,7,310,4,0,0,hr,medium,1,2
1941,0.4,0.47,2,136,3,0,0,hr,medium,1,2
1942,0.81,0.85,4,251,6,0,0,hr,medium,1,2
1945,0.76,0.89,5,238,5,0,0,technical,high,1,3
1946,0.73,0.93,5,162,4,0,0,technical,low,1,1
1947,0.38,0.49,2,137,3,0,0,technical,medium,1,2
1948,0.72,0.84,5,257,5,0,0,technical,medium,1,2
1949,0.4,0.56,2,148,3,0,0,technical,medium,1,2
1950,0.91,0.99,5,254,5,0,0,technical,medium,1,2
1951,0.85,0.85,4,247,6,0,0,technical,low,1,1
1954,0.43,0.57,2,159,3,1,0,technical,low,1,1
1956,0.09,0.81,6,257,4,0,0,support,low,1,1
1957,0.4,0.48,2,155,3,0,0,support,low,1,1
1958,0.76,0.83,6,293,6,0,0,support,low,1,1
1961,0.37,0.53,2,143,3,0,0,support,low,1,1
1964,0.09,0.89,7,310,4,0,0,support,low,1,1
1965,0.88,0.86,5,258,5,0,0,support,low,1,1
1966,0.84,0.94,5,262,5,0,0,technical,low,1,1
1967,0.1,0.98,6,265,4,0,0,technical,low,1,1
1969,0.84,0.91,5,232,6,0,0,management,low,1,1
1971,0.53,0.76,5,132,6,0,0,IT,low,1,1
1972,0.42,0.47,2,139,3,1,0,IT,medium,1,2
1974,0.38,0.52,2,161,3,0,0,IT,medium,1,2
1976,0.46,0.54,2,138,3,0,0,product_mng,medium,1,2
1978,0.42,0.49,2,153,3,0,0,product_mng,medium,1,2
1981,0.1,0.79,6,301,5,0,0,RandD,medium,1,2
1983,0.11,0.79,6,247,4,0,0,RandD,medium,1,2
1985,0.4,0.49,2,160,3,0,0,marketing,low,1,1
1987,0.84,0.82,5,240,5,0,0,accounting,medium,1,2
1988,0.84,0.84,5,238,5,0,0,support,medium,1,2
1989,0.51,0.6,7,243,5,0,0,technical,medium,1,2
1990,0.66,0.91,5,248,4,0,0,management,low,1,1
1992,0.38,0.49,2,155,3,0,0,marketing,low,1,1
1993,0.15,0.63,7,229,3,0,0,marketing,low,1,1
1994,0.38,0.53,2,140,3,0,0,sales,low,1,1
1995,0.43,0.54,2,156,3,0,0,sales,low,1,1
1996,0.37,0.57,2,147,3,0,0,sales,low,1,1
1997,0.11,0.92,7,293,4,0,0,sales,low,1,1
1998,0.41,0.53,2,157,3,0,0,sales,low,1,1
1999,0.84,0.96,4,247,5,0,0,sales,low,1,1
2000,0.4,0.51,2,148,3,0,0,sales,low,1,1
2001,0.58,0.74,4,215,3,0,0,sales,low,0,1
2002,0.82,0.67,2,202,3,0,0,sales,low,0,1
2003,0.45,0.69,5,193,3,0,0,sales,low,0,1
2004,0.78,0.82,5,247,3,0,0,sales,low,0,1
2005,0.49,0.6,3,214,2,0,0,sales,low,0,1
2006,0.36,0.95,3,206,4,0,0,sales,low,0,1
2007,0.54,0.37,2,176,2,0,0,sales,low,0,1
2008,0.99,0.91,5,136,4,0,0,sales,low,0,1
2010,0.74,0.64,4,268,3,0,0,sales,low,0,1
2012,0.34,0.39,2,136,3,0,0,sales,medium,0,2
2013,0.48,0.94,5,255,6,0,0,accounting,medium,0,2
2016,0.81,0.57,3,224,2,0,0,hr,medium,0,2
2017,0.9,0.66,3,231,3,0,0,hr,medium,0,2
2018,0.41,0.84,6,191,6,0,0,hr,medium,0,2
2019,0.89,0.92,4,165,5,0,0,hr,medium,0,2
2020,0.48,0.84,4,252,3,0,0,technical,medium,0,2
2021,0.79,0.97,5,266,2,0,0,technical,medium,0,2
2022,0.98,0.66,5,248,3,0,0,technical,medium,0,2
2024,1.0,0.41,4,174,3,0,0,technical,low,0,1
2026,0.84,0.43,6,246,4,0,0,technical,medium,0,2
2027,0.56,0.86,4,201,3,1,0,technical,medium,0,2
2029,0.61,0.98,3,267,3,0,0,technical,low,0,1
2030,0.84,0.77,4,262,4,0,0,technical,low,0,1
2031,0.85,0.59,3,235,3,0,0,support,low,0,1
2032,0.67,0.57,2,160,4,0,0,support,low,0,1
2033,0.54,0.94,4,267,4,0,0,support,low,0,1
2037,0.19,0.53,6,191,4,0,0,support,low,0,1
2038,0.61,0.41,3,138,3,0,0,support,low,0,1
2039,0.51,0.8,3,218,2,1,0,support,low,0,1
2040,0.52,0.88,3,179,2,1,0,support,low,0,1
2041,0.74,0.58,3,241,3,0,0,support,low,0,1
2042,0.98,0.91,4,240,3,0,0,technical,low,0,1
2043,0.71,0.92,3,202,4,0,0,technical,low,0,1
2044,0.33,0.88,6,260,3,0,0,technical,low,0,1
2045,0.98,0.97,3,196,3,0,0,management,low,0,1
2046,0.52,0.59,2,176,3,1,0,IT,low,0,1
2049,0.48,0.85,3,279,4,0,0,IT,low,0,1
2051,0.58,0.84,5,228,3,0,0,product_mng,medium,0,2
2053,0.68,0.54,4,153,3,0,0,product_mng,medium,0,2
2056,0.54,0.7,5,239,5,0,0,RandD,medium,0,2
2058,0.7,0.52,4,255,3,0,0,RandD,medium,0,2
2060,0.68,0.54,3,251,2,0,0,RandD,medium,0,2
2061,0.7,0.53,4,178,2,0,0,marketing,medium,0,2
2062,0.82,0.65,4,148,3,0,0,sales,high,0,3
2064,0.77,0.78,3,269,3,0,0,support,medium,0,2
2065,0.86,0.91,4,147,3,0,0,technical,medium,0,2
2068,0.93,0.98,3,238,2,0,0,marketing,low,0,1
2069,0.62,0.74,4,213,4,0,0,marketing,low,0,1
2070,0.53,0.81,3,226,3,1,0,sales,low,0,1
2071,0.86,0.99,3,169,2,1,0,sales,low,0,1
2072,0.92,0.65,4,238,2,0,0,sales,low,0,1
2074,0.39,0.78,2,205,6,1,0,sales,low,0,1
2075,0.45,0.66,3,111,4,0,0,sales,low,0,1
2077,0.51,0.69,3,212,3,0,0,sales,low,0,1
2079,0.69,0.57,5,245,2,1,0,sales,low,0,1
2081,0.69,0.66,5,106,5,0,0,sales,low,0,1
2083,0.33,0.45,6,239,3,0,0,sales,low,0,1
2087,0.12,0.87,4,244,5,0,0,sales,low,0,1
2088,0.52,0.66,4,139,3,0,0,sales,low,0,1
2089,0.57,0.51,2,152,2,0,0,accounting,medium,0,2
2090,0.84,0.58,4,208,3,0,0,accounting,medium,0,2
2091,0.6,0.95,5,205,3,0,0,accounting,medium,0,2
2093,0.2,0.58,3,209,5,0,0,hr,medium,0,2
2094,0.58,0.9,3,212,3,0,0,hr,medium,0,2
2095,0.48,0.56,2,151,3,0,0,hr,medium,0,2
2096,0.54,0.67,4,282,6,0,0,technical,medium,0,2
2097,0.86,1.0,4,256,3,0,0,technical,medium,0,2
2098,0.94,0.83,2,185,3,1,0,technical,medium,0,2
2099,0.76,0.74,5,132,3,0,0,technical,medium,0,2
2100,0.61,0.95,5,233,3,0,0,technical,medium,0,2
2103,0.15,0.53,6,222,3,0,0,technical,medium,0,2
2106,0.71,0.57,3,209,2,0,0,technical,medium,0,2
2107,0.86,0.79,3,242,2,0,0,support,low,0,1
2110,0.98,0.92,4,201,3,1,0,support,low,0,1
2111,0.93,0.75,5,143,3,0,0,support,low,0,1
2112,1.0,0.92,5,161,3,1,0,support,low,0,1
2113,0.59,0.81,4,200,2,0,0,support,low,0,1
2114,0.98,0.55,4,255,2,0,0,support,low,0,1
2115,0.35,0.5,5,227,2,0,0,support,low,0,1
2116,0.42,0.96,3,270,6,0,0,support,low,0,1
2117,0.61,0.85,5,230,3,0,0,support,low,0,1
2118,0.78,0.72,5,270,3,1,0,technical,low,0,1
2121,0.67,0.51,5,182,3,0,0,management,low,0,1
2122,0.75,0.85,4,234,3,0,0,IT,low,0,1
2124,0.84,0.89,4,187,2,1,0,IT,low,0,1
2125,0.72,0.5,3,257,6,0,0,IT,low,0,1
2126,0.57,0.48,2,194,2,0,0,IT,low,0,1
2129,0.52,0.83,4,210,2,0,0,product_mng,medium,0,2
2130,0.56,0.76,3,213,2,1,0,product_mng,medium,0,2
2131,0.76,0.68,4,189,2,1,0,IT,medium,0,2
2132,0.82,0.93,4,185,2,0,0,RandD,medium,0,2
2136,0.64,0.77,3,213,3,1,0,RandD,medium,0,2
2137,0.74,0.82,4,142,2,0,0,marketing,medium,0,2
2139,0.67,0.5,4,157,2,0,0,accounting,medium,0,2
2140,0.71,0.76,5,172,2,1,0,support,high,0,3
2141,0.72,0.63,3,176,3,1,0,technical,low,0,1
2142,0.33,0.58,2,183,2,0,0,management,medium,0,2
2143,0.91,0.56,4,270,2,0,0,marketing,medium,0,2
2145,0.96,0.6,4,185,3,0,0,marketing,medium,0,2
2147,0.27,0.59,5,226,5,0,0,sales,low,0,1
2148,0.65,0.64,3,223,4,0,0,sales,low,0,1
2151,0.69,0.74,3,215,2,0,0,sales,low,0,1
2152,0.79,0.99,3,194,4,0,0,sales,low,0,1
2153,0.74,0.92,5,193,3,0,0,sales,low,0,1
2155,0.38,0.94,5,252,5,0,0,sales,low,0,1
2156,0.26,0.83,3,168,3,0,0,sales,low,0,1
2157,0.81,0.86,3,231,3,0,0,sales,low,0,1
2158,0.67,0.54,2,141,2,0,0,sales,low,0,1
2159,0.55,0.81,4,260,2,0,0,sales,low,0,1
2160,0.87,0.71,3,132,2,0,0,sales,low,0,1
2161,0.46,0.69,2,159,2,0,0,sales,low,0,1
2162,0.63,0.57,4,177,3,1,0,sales,low,0,1
2163,0.54,0.96,4,248,3,0,0,sales,low,0,1
2166,0.9,0.92,3,152,3,0,0,accounting,low,0,1
2167,0.75,0.7,3,129,3,0,0,accounting,medium,0,2
2168,0.92,0.84,4,208,2,0,0,hr,medium,0,2
2169,0.8,0.94,4,136,2,0,0,hr,medium,0,2
2170,0.57,0.81,3,142,2,0,0,hr,medium,0,2
2172,0.64,0.6,3,143,3,0,0,technical,medium,0,2
2175,0.88,0.81,5,193,5,0,0,technical,medium,0,2
2177,0.82,0.73,4,195,5,1,0,technical,medium,0,2
2178,0.17,0.92,4,189,2,0,0,technical,medium,0,2
2180,0.89,0.47,4,108,3,0,0,technical,low,0,1
2181,0.2,0.72,6,224,4,0,0,technical,medium,0,2
2182,0.99,0.81,5,180,3,1,0,technical,medium,0,2
2184,0.22,0.53,4,244,2,0,0,support,medium,0,2
2185,0.79,0.84,3,176,3,0,0,support,low,0,1
2188,0.42,0.54,3,122,4,0,0,support,low,0,1
2189,0.18,0.8,2,110,5,0,0,support,low,0,1
2190,0.92,0.91,4,222,2,0,0,support,low,0,1
2191,0.87,0.52,3,237,3,0,0,support,low,0,1
2192,0.72,0.65,4,224,3,0,0,support,low,0,1
2194,1.0,0.66,4,180,3,0,0,technical,low,0,1
2196,0.98,0.58,4,136,3,0,0,technical,low,0,1
2197,0.7,0.87,3,260,2,0,0,management,low,0,1
2200,0.78,0.84,3,233,3,1,0,IT,low,0,1
2205,0.84,0.79,4,266,3,1,0,product_mng,low,0,1
2206,0.7,0.69,3,102,4,1,0,product_mng,medium,0,2
2207,0.16,0.98,5,284,5,0,0,IT,medium,0,2
2208,0.51,0.69,3,145,2,1,0,RandD,medium,0,2
2212,0.5,0.7,4,201,4,0,0,RandD,medium,0,2
2214,0.65,0.93,4,270,2,0,0,sales,medium,0,2
2216,0.89,0.56,3,256,3,0,0,support,medium,0,2
2217,0.97,0.6,3,162,3,0,0,technical,medium,0,2
2218,0.56,0.97,5,163,2,0,0,management,high,0,3
2219,0.76,0.93,3,266,3,1,0,marketing,low,0,1
2221,0.75,0.51,4,138,4,0,0,marketing,medium,0,2
2222,0.78,0.81,4,232,3,0,0,sales,medium,0,2
2223,0.26,0.63,6,100,4,0,0,sales,medium,0,2
2224,0.53,0.72,2,172,5,0,0,sales,low,0,1
2225,0.25,0.41,3,133,6,1,0,sales,low,0,1
2228,0.61,0.95,4,174,4,0,0,sales,low,0,1
2229,0.89,0.68,3,175,2,0,0,sales,low,0,1
2232,0.61,0.84,5,104,4,0,0,sales,low,0,1
2233,0.56,0.62,3,154,2,0,0,sales,low,0,1
2235,0.9,0.64,4,209,4,0,0,sales,low,0,1
2237,0.39,0.36,3,168,3,1,0,sales,low,0,1
2240,0.72,0.93,4,148,2,0,0,sales,low,0,1
2241,0.61,0.97,3,137,3,0,0,accounting,low,0,1
2243,0.7,0.59,4,216,3,0,0,accounting,low,0,1
2246,0.53,0.75,6,192,6,0,0,hr,medium,0,2
2249,0.53,0.75,4,239,2,1,0,technical,medium,0,2
2252,0.62,0.38,3,257,3,0,0,technical,medium,0,2
2253,0.62,0.98,4,137,3,0,0,technical,medium,0,2
2255,0.91,0.82,3,183,3,0,0,technical,medium,0,2
2256,0.87,0.74,4,190,4,0,0,technical,medium,0,2
2257,0.95,0.69,3,225,2,0,0,technical,high,0,3
2258,0.99,0.75,3,215,3,0,0,technical,low,0,1
2259,0.99,0.57,3,176,4,1,0,support,medium,0,2
2261,0.75,0.68,3,150,2,1,0,support,medium,0,2
2263,0.61,0.39,3,99,2,0,0,support,low,0,1
2264,0.91,0.97,3,167,2,0,0,support,low,0,1
2265,0.47,0.64,3,192,3,0,0,support,low,0,1
2266,0.77,0.61,5,146,3,0,0,support,low,0,1
2267,0.55,0.51,3,190,3,0,0,support,low,0,1
2268,0.32,0.48,5,246,3,0,0,support,low,0,1
2269,0.96,0.67,6,190,3,0,0,support,low,0,1
2270,0.72,0.79,5,260,2,0,0,technical,low,0,1
2271,0.8,0.9,4,136,3,0,0,technical,low,0,1
2273,0.97,0.88,3,204,2,0,0,management,low,0,1
2274,0.63,0.93,4,201,3,0,0,IT,low,0,1
2277,0.79,0.72,6,240,4,0,0,IT,low,0,1
2278,0.75,0.73,2,152,4,0,0,IT,low,0,1
2279,0.78,0.99,3,151,3,1,0,product_mng,low,0,1
2280,0.96,0.45,6,232,2,1,0,product_mng,low,0,1
2281,0.65,0.68,4,128,5,0,0,product_mng,low,0,1
2283,0.94,0.51,3,160,2,0,0,IT,low,0,1
2284,0.84,0.79,4,259,3,0,0,RandD,medium,0,2
2285,0.67,0.54,2,136,2,0,0,RandD,medium,0,2
2287,0.56,0.64,3,260,3,0,0,RandD,medium,0,2
2289,0.47,0.9,3,101,2,1,0,marketing,medium,0,2
2290,0.4,0.69,2,174,3,0,0,sales,medium,0,2
2291,0.81,0.82,4,167,2,0,0,accounting,medium,0,2
2293,0.99,0.75,6,139,5,1,0,technical,medium,0,2
2294,0.75,0.77,4,136,3,0,0,management,medium,0,2
2295,0.75,0.74,4,153,2,0,0,marketing,medium,0,2
2296,1.0,0.86,4,161,2,0,0,marketing,high,0,3
2298,0.98,0.74,3,164,3,0,0,sales,medium,0,2
2300,0.38,0.44,3,137,3,0,0,sales,medium,0,2
2302,0.91,0.61,2,272,2,0,0,sales,low,0,1
2306,0.91,0.55,6,97,4,0,0,sales,low,0,1
2308,0.55,0.83,4,199,3,0,0,sales,low,0,1
2310,0.62,0.6,3,171,2,0,0,sales,low,0,1
2312,0.65,0.5,5,270,2,0,0,sales,low,0,1
2314,0.98,0.77,3,134,2,1,0,sales,low,0,1
2317,0.6,0.98,3,262,2,0,0,accounting,low,0,1
2319,0.55,0.84,3,237,3,0,0,accounting,low,0,1
2320,0.99,0.79,4,192,3,0,0,hr,low,0,1
2321,0.92,0.68,5,236,2,0,0,hr,low,0,1
2322,1.0,0.65,4,202,4,1,0,hr,low,0,1
2323,0.77,0.93,4,171,2,0,0,hr,medium,0,2
2324,0.86,0.7,5,160,3,0,0,technical,medium,0,2
2325,0.89,0.84,2,252,3,0,0,technical,medium,0,2
2326,0.58,0.55,5,206,3,0,0,technical,medium,0,2
2327,0.56,0.66,3,212,2,0,0,technical,medium,0,2
2330,0.66,0.77,2,171,2,0,0,technical,medium,0,2
2332,0.82,0.83,3,271,2,0,0,technical,medium,0,2
2333,0.96,0.68,4,162,2,0,0,technical,medium,0,2
2334,0.66,0.95,3,191,3,0,0,technical,medium,0,2
2340,0.14,0.51,5,173,4,0,0,support,medium,0,2
2341,0.48,0.55,3,228,2,0,0,support,low,0,1
2342,0.78,1.0,3,139,3,0,0,support,low,0,1
2344,0.82,0.97,3,115,2,1,0,support,low,0,1
2345,0.94,0.9,5,191,4,0,0,support,low,0,1
2346,0.95,0.66,4,183,3,0,0,technical,low,0,1
2347,0.59,0.43,3,173,3,0,0,technical,low,0,1
2348,0.69,0.89,4,174,2,0,0,technical,low,0,1
2351,0.83,0.52,3,167,2,1,0,IT,low,0,1
2352,0.81,0.85,3,263,3,1,0,IT,low,0,1
2353,0.54,0.73,2,100,3,0,0,IT,low,0,1
2354,0.89,0.83,3,164,3,0,0,IT,low,0,1
2356,0.46,0.58,4,171,3,0,0,product_mng,low,0,1
2357,0.99,0.93,4,236,3,0,0,product_mng,low,0,1
2359,0.93,0.82,4,175,3,0,0,IT,low,0,1
2360,0.65,0.6,5,227,3,0,0,RandD,low,0,1
2362,0.48,0.61,2,121,2,0,0,RandD,medium,0,2
2363,0.95,0.64,5,234,3,0,0,RandD,medium,0,2
2364,0.92,0.77,4,185,3,0,0,RandD,medium,0,2
2365,0.84,0.54,4,160,3,0,0,marketing,medium,0,2
2366,0.37,0.63,4,153,3,1,0,sales,medium,0,2
2368,0.64,0.54,3,166,2,0,0,support,medium,0,2
2370,0.48,0.69,4,245,3,0,0,management,medium,0,2
2371,0.12,0.55,5,242,4,0,0,marketing,medium,0,2
2372,0.78,0.98,5,158,2,0,0,marketing,medium,0,2
2373,0.71,0.74,3,163,3,1,0,marketing,medium,0,2
2374,0.38,0.69,3,99,3,1,0,sales,high,0,3
2375,0.57,0.85,4,164,3,0,0,sales,low,0,1
2376,0.72,0.51,3,160,3,0,0,sales,medium,0,2
2377,0.6,0.57,2,184,3,0,0,sales,medium,0,2
2378,0.61,0.55,5,266,2,0,0,sales,medium,0,2
2379,0.67,0.64,4,190,2,0,0,sales,medium,0,2
2380,0.97,0.97,5,192,2,0,0,sales,low,0,1
2381,0.22,0.6,3,205,6,1,0,sales,low,0,1
2382,0.15,0.53,4,205,5,1,0,sales,low,0,1
2383,0.6,0.6,3,258,3,0,0,sales,low,0,1
2384,0.15,0.8,5,151,2,1,0,sales,low,0,1
2387,0.84,0.51,6,141,2,1,0,sales,low,0,1
2389,0.72,0.51,3,235,2,0,0,sales,low,0,1
2390,0.93,0.63,3,160,4,1,0,sales,low,0,1
2391,0.54,0.69,3,141,4,0,0,sales,low,0,1
2392,0.87,0.65,4,246,2,1,0,sales,low,0,1
2395,0.94,0.93,4,220,3,0,0,accounting,low,0,1
2396,0.77,0.49,4,266,2,0,0,hr,low,0,1
2397,0.48,0.82,3,183,2,0,0,hr,low,0,1
2399,0.54,0.93,4,161,4,1,0,hr,low,0,1
2400,0.61,0.98,4,199,2,0,0,technical,low,0,1
2402,0.6,0.85,3,209,2,1,0,technical,medium,0,2
2403,0.93,0.84,5,135,3,0,0,technical,medium,0,2
2404,0.48,0.69,4,222,2,0,0,technical,medium,0,2
2405,0.16,0.76,5,192,3,0,0,technical,medium,0,2
2406,0.18,0.75,3,250,3,0,0,technical,medium,0,2
2408,0.69,0.63,4,217,3,0,0,technical,medium,0,2
2409,0.22,0.88,4,213,3,1,0,technical,medium,0,2
2411,0.58,0.5,2,132,3,0,0,support,medium,0,2
2412,0.61,0.62,4,140,3,1,0,support,medium,0,2
2415,0.74,0.74,3,156,3,0,0,support,medium,0,2
2416,0.92,0.97,4,238,5,1,0,support,medium,0,2
2418,0.48,0.49,4,242,2,1,0,support,medium,0,2
2419,0.73,0.72,4,197,3,0,0,support,low,0,1
